review_id,user_id,business_id,stars,useful,funny,cool,text,date,latitude,longitude,address,state,city,postal_code,categories,Restaurants,Food,Both(food_restaurants),Restaurants_Food,Shopping,Hotels,Entertainment,Industry,name
LPLV_xi2ZYpg0E-BRmu0NA,gM48Zp5QA1JYunSN5WVtqQ,#NAME?,5,10,0,0,"My allergies literally have taken over my life.. From bloodshot eyes, itchy eyes, swollen, rashes, eczema..

The list goes on and on..

While struggling to find a allergist in Vegas who gave a damn I was yet again in another drs office, paying another copay, praying something would be different.  I'm so glad I found Dr Cohens office on yelp!  Although I wasn't seen by him, I was seen by nurse practitioner Rowe..

FINALLY! Some one who heard me, saw my extreme case of awful allergies.. someone with ANSWERs I couldn't be more pleased! Not to mention for the first time in a long time finally got relief!",11/13/2013 20:38,36.0642772,-115.0341607,1004 W Sunset Rd,NV,Henderson,89014,"Local Services, Water Stores, Water Delivery, Food",,Food,1,Restaurants_Food,,,,Restaurants_Food,Sunset Water Store
JgssWzXPnRdacpv0ykduwA,Ot-ODtUth8kGGujm_AscdQ,FaHADZARwnY4yvlvpnsfGA,4,3,2,3,"Slot machines as soon as you exit your gate!  How cool is that?  If you ever have a long layover, this casino airport is certainly a good situation to be in.  Much like all airports, it is easy to navigate through as you will see plenty of signage that will get you to your destination.",2/11/2016 18:51,36.042918,-115.152087,"500 E Windmill Ln, Ste 170",NV,Las Vegas,89123,"Ice Cream & Frozen Yogurt, Food",,Food,1,Restaurants_Food,,,,Restaurants_Food,Ice Cream Pop N Roll
WrKQN7vyt8Ta8C_W9v7qxg,ez6vJcd_Ha-1tCFSthMgAw,HrogUiCtBytVyVYNq3jPtA,1,0,0,0,"Tropical Smoothies are good but the two I go to in Henderson, Green Valley and the one on Eastern are dirty and understaffed shame on the manager for making them that way.",6/18/2017 2:24,36.1233841,-115.2086,3655 S Decatur Blvd,NV,Las Vegas,89103,"Food, Grocery, Fruits & Veggies, Restaurants, Mexican, Butcher, Specialty Food",Restaurants,Food,1,Restaurants_Food,,,,Restaurants_Food,La Herradero 2
H9Y-dpYfVX_mvPT-th6ykw,SNBX_-OaklunfC-4IwfyOQ,ZXfMiPsPv-cH7GMQ-5-mhA,5,1,0,0,Love this spot!!! Amazing happy hour deals and great service. Been twice in the past two days and the bartender Mitch has taken great care of me! Bloody Mary's are out of this world! I'll have to come back and try the ribeye!,10/30/2014 3:10,36.1609794,-115.1478447,820 S 4th St,NV,Las Vegas,89101,"Sandwiches, Italian, Restaurants, Seafood",Restaurants,Food,1,Restaurants_Food,,,,Restaurants_Food,Chicago Joe's
XRKFrjc6CVw5e0YrpiFCVw,BQVQWmaSomenmhvtOgTc-g,G2XQGmxi8eZEo10MFYlbHg,5,1,0,0,"I am so impressed with their community cat program.  They offer free spay/neuter & shots, trapping cages & even offered to give me bait to help catch them!  I can not say enough about everyone I have come in contact with and how helpful they have been. They even called at 6:00 pm to let me know that my cat was not able to be neutered (that day) because of the amount of surgeries and that he wouldn't be ready till the following day!  They couldn't be more concerned about our feral cat population!  Thank Animal Foundation !",12/7/2017 1:32,36.1454197,-115.2244798,"2400 S Jones Blvd, Ste 4",NV,Las Vegas,89146,"Mexican, Restaurants",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,El Zarape Mexican Restaurant
89o9FBAVlb0I-Ho3EWbCfQ,F5lXwAV60yA0axrJ-l0s3A,HpNjGDBd-OODYQR16K3Thw,3,1,0,0,We came here for the Christmas lights and it was nice. You pay per vehicle and they sell popcorn and hot chocolate . The lines are long but it goes by quickly.,12/3/2019 6:32,36.01274824,-115.1193798,9711 S Eastern Ave,NV,Las Vegas,89183,"Chinese, Restaurants, Japanese, Hawaiian",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Yummy Grill & Sushi
vGU2aZ2xMuX6gmjKi5LKFg,vIUYACQ8Zsdg02n7plrzdQ,pakos2e7OhnBbd0i0T8lKQ,4,1,0,0,"Had to get my bridesmaid dress altered. A bit pricey, but it is what it is. I had to expedite the process since I needed it right away. However, the lady who helped me was very accommodating and friendly! I would definitely go back.",5/17/2018 20:56,36.0698545,-115.2249961,6555 S Jones Blvd,NV,Las Vegas,89118,"Coffee & Tea, Food",,Food,1,Restaurants_Food,,,,Restaurants_Food,Starbucks
ypwuJrJm9zGggG3S-4-CNA,Tl3VCCEIlh8LytMCHLw1jg,25Qa4NoliJ75F_6u3nqZhw,1,0,0,0,"Great gym. But terrible employees. Front desk staff are not trained for customer service, instead sales. Great to work out to but dealing with the staff is abysmal.",11/27/2018 1:25,36.09890896,-115.1755571,3850 S Las Vegas Blvd,NV,Las Vegas,89119,"Restaurants, Cafes",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Castle Coffee
054nod5w8Ngn22-_WxbXiw,wHM4uoPAh02K-RrDjiThXg,geM1jmxPxrbCPp7EztQxsA,3,0,0,0,"Great Venue. Not a bad seat in the house. Fair price on concessions. Professional staff. 
Saw a show there tonight Airport security type lines to get in 45 minutes long. Around the building. 
Get there early and use the sky walk entrance on the Casino side. Metal detector, bag search and wand. ‍

Im back a year later for a Saturday daytime event. The National Rocket League Championship. The place is filled with ""gamers"". 
Today at 1:00 the concessions folk  ran out of chicken fingers, fries and ketchup?
Know your demographic audience. All the food is frozen and fried? Get your act together food service. Bad experience today. 
What prompted the review was when i was told that ""no one knows how to change the bag in the ketchup dispenser? """,11/10/2018 22:03,36.1453333,-115.2778317,,NV,Las Vegas,89117,"Hotels & Travel, Tours, Food, CSA",,Food,1,Restaurants_Food,,Hotels,,Restaurants_FoodHotels,Las Vegas Dining Tours
7gE8Jnna0xhRaJwsqaSQ_w,Yk-EbHe5oXw1Cwkr48XIUQ,xBWTtwUd3tFCX5vobs2p7A,5,0,0,0,"Very good bar tenders! So sweet. I left my card there, and they actually tracked me down and sent me a message letting me know they had it and it was safe. Excellent service and kind people all around.",10/13/2017 22:08,36.0196634,-115.2712102,"9285 S Cimarron Rd, Ste 100",NV,Las Vegas,89178,"Sushi Bars, Restaurants, Japanese",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Oaka Sushi House
mGQeonOSmQh-Dz3MyRnWog,UB71LUIO9JOIWpTl93IQaA,zpoZ6WyQUYff18-z4ZU1mA,5,0,0,0,"Best BLT I've ever had. That's because Josh slow roasts and smokes his own bacon, then puts all the drippings from the bacon makin into the grilled sandwich. If I lived in Vegas, I'd be here everyday for two weeks working my way through his fabulous, inexpensive list of high-end sandwiches.",10/10/2014 4:20,36.1636834,-115.207039,740 S Decatur Blvd,NV,Las Vegas,89107,"Restaurants, Buffets",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Charlie's Market Buffet
hM9NXPFUSzRqpfMhZd2_XQ,aPC1onOB1q0BYr0ovpg9OA,#NAME?,5,5,2,3,"Found on yelp and decided to try it after all great reviews.  Tucked away on SW corner of Sahara and Durango behind Outback steak.  Worth the hunt.  Staff is friendly and helpful when ordering.  Everything on menu sounded great.  We got mixed dips for appetizer.  In house made pita bread was soft and warm.  Baba ganoush was light and a bit smokey flavor.  best i have tasted.  Pastilla is interesting - a filo pastry filled with ground almonds and chicken- sweet and savory and good.  Entrees of spicy shrimp (huge) and baked fish (with potatoes and peppers).  Both entrees were so flavorful and cooked perfectly.  I got the braised chard because of all the recommendations on yelp.  It is not to be missed.  It is actually a cold salad type of dish.  hard to explain but just take my word and order it.  William, or server, was so cheerful and brought us over some tea to try.  We will definitely be back to order more off the menu since we want to try all the items.  A great addition to the neighborhood.

FYI - one yelp reviewer mentioned that they didn't know how long the Chef, who is from Morocco, would be cooking at restaurant.  I mentioned this to William and he said the Chef is here to stay so good news for all of us!",7/18/2014 5:02,36.1121506,-115.17155,3655 S Las Vegas Blvd,NV,Las Vegas,89109,"Hotels & Travel, Beer, Wine & Spirits, Nightlife, Food",,Food,1,Restaurants_Food,,Hotels,,Restaurants_FoodHotels,Arc Bar
v50f-i6o9ICGO95z0Rd6vA,OLR4DvqFxCKLOEHqfAxpqQ,N0CoaG3cBrTGm2ecLYSzqA,3,1,0,0,"Ordered take out from here.  I've eaten here before at their first location but this was my first time at the new spot.  The inside is much bigger which is nice since there was always a wait at the old spot, but there's still a wait here.  Overall the inside felt bland.  I don't know if they're still decorating or not but it just didn't have that ""thai"" feel.  I wasn't impressed at all.

I ordered a few items for a friend and I to share and needless to say we were both disappointed.  The Thai beef jerky was decent but I've had much better at several other places.  The larb was pretty horrible.  It was so chalky from whatever seasoning they used that it was unenjoyable.  There was also hardly any cabbage and unlike every other larb I've ever had, you couldn't taste a hint of lime or freshness. 

The Pad Thai was really flavorful but I've never ordered Pad Thai and had such a small portion that it's almost impossible to share with 1 other person.  The noodles were also stuck together which essentially made it 2 bites.  As good as the flavor was, it wasn't worth the price.  

The last item we got which my friend wanted was  Nua Sao (#56).  I've never had this before but it was beyond delicious.  Essentially it's grilled steak served over cabbage with a peanut based dipping sauce.  This is the only reason I'm giving them 3 stars and not 2.  It's also the only reason why I would ever order from them again.  Hopefully it's as good as the first time! Highly recommend the Nua Sao!",3/20/2018 20:08,36.19480219,-115.20653,"1967 N Decatur #H-2, Ste H-2",NV,Las Vegas,89108,"Restaurants, Pizza, Fast Food",Restaurants,Food,1,Restaurants_Food,,,,Restaurants_Food,Little Caesars Pizza
OCgeu9INszr74_zQZjaIQw,TWS91-K0rK6g6WhaTaAzjg,YavRvjbLsvh4DYDJPAfJIA,2,1,0,0,Gave up with this place. My favorite dish here was beef stew. It was fine in the past until last two times I ordered from them. They got the cheapest and toughest beef that I've ever had. 1st time I let it go and thought maybe there was something wrong with their inventory. But this is the 2nd time I got this kind of beef means they decided to lower their meat quality. Will never come back.,5/6/2018 5:47,35.97702408,-114.838295,544 Nevada Hwy,NV,Boulder City,89005,"Restaurants, American (Traditional), Bars, Nightlife, Sports Bars, Burgers",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Jacks Place
7FSQYO4Ox-x0jXnQRpy_Dg,Wk_c4bmuW_tn5TFEp2hJng,7Gkd18xKnIA324Fp7JHRRQ,5,0,0,0,Great place for drinks! Total dive bar and that's what I was looking for.. live music and great prices!,6/30/2016 7:40,36.219109,-115.126973,3229 Losee Rd,NV,North Las Vegas,89030,"Restaurants, Burgers, Fast Food",Restaurants,Food,1,Restaurants_Food,,,,Restaurants_Food,McDonald's
HKn4q-tkNtFpNib9CstbeA,n6D1V7a2SNHCVGxevknVGg,153QMny_1adtMtsf6MP95A,1,0,0,0,"Wow. Staff was friendly and quick, even considering the line that was out front, but dang, the prices are outrageous. I got two drinks and two pre-wrapped paninis and it cost me $44. WTH. That's more than dinner last night for my wife and me. 
I don't have much else to say, but don't come here. You're better off going outside to somewhere nearby.",11/25/2019 18:14,36.06755652,-115.0414733,"1300 W Sunset Rd, Ste 2829",NV,Henderson,89014,"Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food",Restaurants,Food,1,Restaurants_Food,,,,Restaurants_Food,Dairy Queen Orange Julius
RRq3ifP3oetZhIJaDFlU3A,lYr2Vjg8KF5IkEWJqVwskA,dNjgjAoJSJsvgc5g6nQnnw,5,0,0,0,"This is the best Roberto's I have been to, the food quality is exceptional the staff are friendly and the restaurant is clean. I drive 15 minutes to come to this location even though there are other Roberto's closer to me.",9/4/2016 6:01,36.1229755,-115.2090921,"3675 S Decatur Blvd, Ste 1",NV,Las Vegas,89103,"Mexican, Bakeries, Food, Restaurants",Restaurants,Food,1,Restaurants_Food,,,,Restaurants_Food,La Mexicana Bakery & Deli
g7r-Lh8m7jUThD4BwetXyw,MJ7kQ7pYYYfaMiKs5IqhTw,2v2JxKc2On4jM5mM-SfZbQ,5,0,0,1,"I have pretty big experience with the Towbin Motorcars . Live in Las Vegas more than 17 years had an opportunity been at a lot of dealership but the best kind of service I got here ,  nice people , very knowledgeable , helpful they know what to do .  They always give me the best rate I am comfortable. General manager Rony , internet sales manager Mas are the best people I have ever meat at this industry , no complaints no problem , . Good job guys , keep it going , God blees you , thanks a lot",5/30/2017 21:41,36.06571736,-115.435431,1 Gunfighter Ln,NV,Blue Diamond,89004,"Event Planning & Services, Venues & Event Spaces, Tours, Zoos, Hotels & Travel, Active Life, Restaurants, Barbeque",Restaurants,,1,Restaurants_Food,,Hotels,,Restaurants_FoodHotels,Bonnie Springs Ranch Resort
sA6mEycJFjAmQmd-4viv3w,mjg2pslnmPE0tyDt_vJ7tw,95OGTSmSb7nWRop1IARXow,5,1,0,1,"So good!!!! Excellent location and selection. The employees are knowledgeable and friendly 
Love the stones and jewelry 
Beautiful and affordable",6/8/2019 1:10,36.1259293,-115.1976305,"4355 W Spring Mountain Rd, Ste 101A",NV,Las Vegas,89102,"Noodles, Chinese, Restaurants",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Big Beef Noodle
iUSjhpgXBB5s7oVA_1peSQ,jC6NlTkoLiOxdENk28nHzA,GFV1wppNFPm6jgAfnvhdHg,5,0,0,0,I went to see Dave at D&R house of diamonds and it was an amazing experience. Dave was able to create the perfect ring on the computer with all of the gems all of the clarity color cut carat . Once the ring was created he was able to create a digital image of it which looked amazing I was able to see the vision immediately. What a great customer experience. I highly recommend it to anyone considering purchasing any type of jewelry. Thanks Dave and Rich.,11/17/2014 7:56,36.1267945,-115.2410377,"6820 Spring Mountain Rd, Ste 110",NV,Las Vegas,89146,"Local Services, Korean, Restaurants",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Lee's Korean BBQ
b_dZQ7RrGpeOtWpHHEozxw,0tvCcnfJnSs55iB6mqPk3w,qjnJFZtsY_nfRzoL3J_UWQ,4,11,4,9,"Review #911

   Owing to the fact that NY-NY featured a Memorial to the victims of 9/11 by the Statue of Liberty up to 2013, it is appropriate that this is going to be my review 911. Likewise owing to the facts that my family and I vacationed there for a week in March and that it is frequent spot to hang out at, the time has come to review New York-New York.

   New York-New York and the real New York share something else besides landmarks. Both are exciting and have Pizzazz!  

  The first time I ever set eyes on New York-New York was on a summer afternoon back in July 1996 when the MGM was the hot new property on the Strip. Because it was being built, I couldn't set foot in it. The next year when we returned to Las Vegas, it was my first time in the casino. Nearly 20 years later, the property has not aged. The thing about theme casinos that some bean executives just don't understand is that a great theme never gets old. Additionally fantastic themes are so exciting that it puts the reviewer at a disadvantage of streamlining to avoid the character limit. For that reason this review from this point forward separates it by category. 

Hotel Rooms:

  Our hotel room up in the Columbia Tower was clean and comfortable. The neat thing about the theme is that the towers resemble the New York skyline. Because my dad paid for it the few things I could say about pricing is that it is competitively priced before the resort fee. The view from the room overlooked the Statue of Liberty and southeast Valley. The roller coaster would careen up and down the track outside the tower. 

Drinking:

   The coffee fan in me appreciates that it is easy to savor the beverage. By registration, Fornaio serves a delicious Cafe Americano and desserts. There are two Starbuck's with one that has seats overlooking the Brooklyn Bridge. 

  The alcohol fan in me appreciates the variety of bars. There is the Irish Bar near the Strip. Upstairs for a different drinking environment is Coyote Ugly. In the casino is a central bar and sporadic cocktail service at the slot machines. The pizza place has a $7.77 special including 2 slices and beer. The Times Square Bar is a fun spot for a cold one while listing to Dueling Piano players duel it out. 

Dining:

   There is a nice choice of places to eat. The themed streets of Greenwich Village are a unique spot to enjoy a bite while taking in the attention that is so detailed that steam rises out of a manhole replica on the walkway. The restaurants include a fish & chips place, a crepe stand, Greenberg's Deli, Chinese restaurant, hot dog stand, Broadway Burger and pizza place. Way out in Coney Island there is a Nathan's that is the only one to serve super cheeseburgers on the Strip. Near the hotel registration America is the casino cafe. Upstairs in the menazzaine the restaurants include a pizzeria and Haagan Daez. Out in the suburbs are Tom Urban and Shake Shack. 

Entertainment :

   The theme is the major entertainment. It makes this a unique place that is unparalleled at a New York theme. Before I step foot in the casino, there is the New York skyline, Statue of Liberty, and the Brooklyn Bridge. The theme continues inside. Even Hershey's World gets in the New York mood with a towering chocolate Statue of Liberty. There has been some detheming in the Central Park casino where the trees have been replaced with contemporary furnishings. This causes the eye to look across the casino to the perimeter. Usually my eyes lead me to Greenwich Village. At night the sounds of the Times Square Dueling Piano Bar bounce across the Village. Throughout the day and night the New York roller coaster cars fly along the tracks above. Above Times Square there is entertainment to be had in the Coney Island arcade. In back of the hotel, there is a resort swimming pool that overlooks the roller coaster and Monte Carlo. The hotel us also the home of the Cirque Du Soleil show: Zumanity. The entertainment got even better with the newly opened Park connecting the casino to the T-Mobile Arena. 

Conclusion:

   New York-New York is the quintessential proof that well-run  properties with fantastic themes never get old. They remain exciting places that never get boring. Fantastic themed hotels in comparison to hotels that try to be hip or overluxurious alleviate the negative energy of paying to park, obnoxious resort fees, and other expenses. New York - New York puts me in a New York State of Mind.",6/10/2016 3:51,36.1257827,-115.2411281,"6850 W Spring Mountain Rd, Ste 12",NV,Las Vegas,89146,"Desserts, Coffee & Tea, Food",,Food,1,Restaurants_Food,,,,Restaurants_Food,Tiffany Coffee
S_9Z6eP-YbPpz-gFLGvCOg,AytdgoOmmczWwQEcbVU3pQ,Lm51UVDx5ZjTQf9WtjlKDw,1,0,0,0,"Well. I'm happy to be getting all of my things out of this place soon. I've had a few bad experiences with this location. I will not ever use there services again. This is strictly based on the companies treatment of customers . In September I made my payment Online via Checking. Watched it sit in pending for 4 Days , then got threatened with auction due to ""insufficient funds"" ... the funds where sitting in my bank. The bank let me know the storage never applied the funds. Also I work at a bank . I'm well aware of how checking transactions work. And yes my funds where available and authorized . Despite that I was charged a lien fee , and the manager refused to waive it . Now that I'm finally moving a few days into the new month , the company refuses to let me pay just the few days I'll be occupying the unit , they want the full month. All in all I find this to be a very selfish company . I'm well aware that this is a business , but not letting me pay the pro rate for the few days I'll be there only to turn around and rent the unit once more at full price is just selfish.",11/2/2017 0:52,36.12277518,-115.144583,"860 East Twain Ave, Ste 121",NV,Las Vegas,89169,"Thai, Restaurants",Restaurants,,1,Restaurants_Food,,,,Restaurants_Food,Thai D Togo
